3,A168,"Other respiratory tuberculosis, without mention of bacteriological or histological confirmation"
3,A169,"Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation"
3,A170,Tuberculous meningitis (G01*)
3,A171,Meningeal tuberculoma (G07*)
3,A178,Other tuberculosis of nervous system
3,A179,"Tuberculosis of nervous system, unspecified (G99.8*)"
3,A180,Tuberculosis of bones and joints
3,A181,Tuberculosis of genitourinary system
3,A182,Tuberculous peripheral lymphadenopathy
3,A183,"Tuberculosis of intestines, peritoneum and mesenteric glands"
3,A184,Tuberculosis of skin and subcutaneous tissue
3,A185,Tuberculosis of eye
3,A186,Tuberculosis of ear
3,A187,Tuberculosis of adrenal glands [E35.1*]
3,A188,Tuberculosis of other specified organs
3,A190,Acute miliary tuberculosis of a single specified site
3,A191,Acute miliary tuberculosis of multiple sites
3,A192,"Acute miliary tuberculosis, unspecified"
3,A198,Other miliary tuberculosis
3,A199,"Miliary tuberculosis, unspecified"
3,A200,Bubonic plague
3,A201,Cellulocutaneous plague
3,A202,Pneumonic plague
3,A203,Plague meningitis
3,A207,Septicaemic plague
3,A208,Other forms of plague
3,A209,"Plague, unspecified"
3,A210,Ulceroglandular tularaemia
3,A211,Oculoglandular tularaemia
3,A212,Pulmonary tularaemia
3,A213,Gastrointestinal tularaemia
3,A217,Generalized tularaemia
3,A218,Other forms of tularaemia
3,A219,"Tularaemia, unspecified"
3,A220,Cutaneous anthrax
3,A221,Pulmonary anthrax
3,A222,Gastrointestinal anthrax
3,A227,Anthrax septicaemia
3,A228,Other forms of anthrax
3,A229,"Anthrax, unspecified"
3,A230,Brucellosis due to Brucella melitensis
3,A231,Brucellosis due to Brucella abortus
3,A232,Brucellosis due to Brucella suis
3,A233,Brucellosis due to Brucella anis
3,A238,Other brucellosis
3,A239,"Brucellosis, unspecified"
3,A240,Glanders
3,A241,Acute and fulminating melioidosis
3,A242,Subacute and chronic melioidosis
3,A243,Other melioidosis
3,A244,"Melioidosis, unspecified"
3,A250,Spirillosis
3,A251,Streptobacillosis
3,A259,"Rat-bite fever,unspecified"
3,A260,Cutaneous erysipeloid
3,A267,Erysipelothrix septicaemia
3,A268,Other forms of erysipeloid
3,A269,"Erysipeloid, unspecified"
3,A270,Leptospirosis icterohaemorrhagica
3,A278,Other forms of leptospirosis
3,A279,"Leptospirosis ,unspecified"
3,A280,Pasteurellosis
3,A281,Cat-scratch disease
3,A282,Extraintestinal yersiniosis
3,A288,"Other specified zoonotic bacterial diseases,not elsewhere classified"
3,A289,"Zoonotic bacterial disease,unspecified"
3,A300,Indeterminate leprosy
3,A301,Tuberculoid leprosy
3,A302,Borderline tuberculoid leprosy
3,A303,Borderline leprosy
3,A304,Borderline lepromatous leprosy
3,A305,Lepromatous leprosy
3,A308,Other form of leprosy
3,A309,"Leprosy ,unspecified"
3,A310,Pulmonary mycobacterial infection
3,A311,Cutaneous mycobacterial infection
3,A318,Other mycobacterial infections
3,A319,"Mycobacterial infection, unspecified"
3,A320,Cutaneous listeriosis
3,A321,Listerial meningitis and meningoencephalitis
3,A327,Listerial septicaemia
3,A328,Other forms of listeriosis
3,A329,"Listeriosis ,unspecified"
3,A33,Tetanus neonatorum
3,A34,Obstetrical tetanus
3,A35,Other tetanus
3,A360,Pharyngeal diphtheria
3,A361,Nasopharyngeal diphtheria
3,A362,Laryngeal diphtheria
3,A363,Cutaneous diphtheria
3,A368,Other diphtheria
3,A369,"Diphtheria ,unspecified"
3,A370,Whooping cough due to Bordetella pertussis
3,A371,Whooping cough due to Bordetella parapertussis
3,A378,Whooping cough due to other Bordetella species
3,A379,"Whooping cough,unspecified"
3,A38,Scarlet fever
3,A390,Meningococcal meningitis [G01*]
3,A391,Waterhouse-Friderichsen syndrome [E35.1*]
3,A392,Acute meningococcaemia
3,A393,Chronic meningococcaemia
3,A394,"Meningococcaemia ,unspecified"
3,A395,Meningococcal heart disease
3,A398,Other meningococcal infections
3,A399,"Meningococcal infection,unspecified"
3,A400,"Septicaemia due to streptococcus, group A"
3,A401,"Septicaemia due to streptococcus, group B"
3,A402,"Septicaemia due to streptococcus, group D"
3,A403,Septicaemia due to streptococcus pneumoniae
3,A408,Other streptococcal septicaemia
3,A409,"Streptococcal septicaemia, unspecified"
3,A410,Septicaemia due to Staphylococcus aureus
3,A411,Septicaemia due to other specified staphylococcus
3,A412,Septicaemia due to unspecified staphylococcus
3,A413,Septicaemia due to Haemophilus influenzae
3,A414,Septicaemia due to anaerobes
3,A415,Septicaemia due to other Gram-negative organisms
3,A418,Other specified septicaemia
3,A419,"Septicaemia, unspecified"
3,A420,Pulmonary actinomycosis
3,A421,Abdominal actinomycosis
3,A422,Cervicofacial actinomycosis
3,A427,Actinomycotic septicaemia
3,A428,Other forms of actinomycosis
3,A429,"Actinomycosis, unspecified"
3,A430,Pulmonary nocardiosis
3,A431,Cutaneous nocardiosis
3,A438,Other forms of nocardiosis
3,A439,"Nocardiosis, unspecified"
3,A440,Systemic bartonellosis
3,A441,Cutaneous and mucocutaneous bartonellosis
3,A448,Other forms of bartonellosis
3,A449,"Bartonellosis, unspecified"
3,A46,Erysipelas
3,A480,Gas gangrene
3,A481,Legionnaires' disease
3,A482,Nonpneumonic Legionnaires' disease [Pontiac fever]
3,A483,Tixic shock syndrome
3,A484,Brazilian purpuric fever
3,A488,Other specified bacterial diseases
3,A490,"Staphylococcal infection,unspecified"
3,A491,"Streptococcal infection,unspecified"
3,A492,"Haemophilus influenzae infection,unspecified"
3,A493,"Mycoplasma infection, unspecified"
3,A498,Other bacterial infections of unspecified site
3,A499,"Bacterial infection, unspecified"
3,A500,"Early congenital syphilis, symptomatic"
3,A501,"Early congenital syphilis, latent"
3,A502,"Early congenital syphilis, unspecified"
3,A503,Late congenital syphilitic oculopathy
3,A504,Late congenital neurosyphilis [juvenile neurosyphilis]
3,A505,"Other late congenital syphilis, symptomatic"
3,A506,"Late congenital syphilis, latent"
3,A507,"Late congenital syphilis, unspecified"
3,A509,"Congenital syphilis,  unspecified"
3,A510,Primary genital syphilis
3,A511,Primary anal syphilis
3,A512,Primary syphilis of other sites
3,A513,Secondary syphilis of skin and mucous membranes
3,A514,Other secondary syphilis
3,A515,"Early syphilis, latent"
3,A519,"Early syphilis, unspecified"
3,A520,Cardiovascular syphilis
3,A521,Symptomatic neurosyphilis
3,A522,Asymptomatic neurosyphilis
3,A523,"Neurosyphilis, unspecified"
3,A527,Other symptomatic late syphilis
3,A528,"Late syphilis, latent"
3,A529,"Late syphilis, unspecified"
3,A530,"Latent syphilis,unspecified as early or late"
3,A539,"Syphilis,unspecified"
3,A540,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess
3,A541,Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess
3,A542,Gonococcal pelviperitonitis and other gonococcal genitourinary infections
3,A543,Gonococcal infection of eye
3,A544,Gonococcal infection of musculoskeletal system
3,A545,Gonococcal pharyngitis
3,A546,Gonococcal infection of anus and rectum
3,A548,Other gonococcal infections
3,A549,"Gonococcal infection,unspecified"
3,A55,Chlamydial lymphogranuloma (venereum)
3,A560,Chlamydial infection of lower genitourinary tract
3,A561,Chlamydial infection of pelviperitoneum and other genitourinary organs
3,A562,"Chlamydial infection of genitourinary tract,unspecified"
3,A563,Chlamydial infection of anus and rectum
3,A564,Chlamydial infection of pharynx
3,A568,Sexually transmitted chlamydial infection of other sites
3,A57,Chancroid
3,A58,Granuloma inguinale
3,A590,Urogential trichomoniasis
3,A598,Trichomoniasis of other sites
3,A599,"Trichomoniasis, unspecified"
3,A600,Herpesviral infection of genitalia and urogenital tract
3,A601,Herpesviral infection of perianal skin and rectum
3,A609,"Anogenital herpesviral infection, unspecified"
3,A630,Anogential (venereal) warts
3,A638,Other specified predominantly sexually transmitted diseases
3,A64,Unspecified sexually transmitted diseases
3,A65,Nonvenereal syphilis
3,A660,Initial lesions of yaws
3,A661,Multiple papillomata and wet crab yaws
3,A662,Other eary skin lesions of yaws
3,A663,Hyperkeratosis of yaws
3,A664,Gummata and ulcers of yaws
3,A665,Gangosa
3,A666,Bone and joint lesions of yaws
3,A667,Oher manifestations of yaws
3,A668,Latent yaws
3,A669,"Yaws, unspecified"
3,A670,Primary lesions of pinta
3,A671,Intermediate lesions of pinta
3,A672,Late lesions of pinta
3,A673,Mixed lesions of pinta
3,A679,"Pinta, unspecified"
3,A680,Louse-borne relapsing fever
3,A681,Tick-borne relapsing fever
3,A689,"Relapsing fever, unspecified"
3,A690,Necrotizing ulcerative stomatitis
3,A691,Other Vincent's infections
3,A692,Lyme disease
3,A698,Other specified spirochaetal infections
3,A699,"Spirochaetal infection, unspecified"
3,A70,Chlamydia psittaci infection
3,A710,Intial stage of trachoma
3,A711,Active stage trachoma
3,A719,"Trachoma, unspecified"
3,A740,Chlamydial conjunctivitis (H13.1*)
3,A748,Other chlamydial diseases
3,A749,"Chlamydial infection, unspecified"
3,A750,Epidemic louse-borne typhus fever due to Rickettsia prowazekii
3,A751,Recrudescent typhus [Brill's disease ]
3,A752,Typhus fever due to Rickettsia typhi
3,A753,Typhus fever due to Rickettsia tsutsugamushi
3,A759,"Typhus fever, unspecified"
3,A770,Spotted fever due to Rickettsia rickettsii
3,A771,Spotted fever due to Rickettsia conorii
3,A772,Spotted fever due to Rickettsia siberica
3,A773,Spotted fever due to Rickettsia australis
3,A778,Other spotted fevers
3,A779,"Spotted fever, unspecified"
3,A78,Q fever
3,A790,Trench fever
3,A791,Rickettsialpox due to Rickettsia akari
3,A798,Other specified rickettsioses
3,A799,"Rickettsiosis, unspecified"
3,A800,"Acute paralytic poliomyelitis, vaccine-associated"
3,A801,"Acute paralytic poliomyelitis, wild virus, imported"
3,A802,"Acute paralytic poliomyelitis, wild virus ,indigenous"
3,A803,"Acute paralytic poliomyelitis, other and unspecified"
3,A804,Acute nonparalytic poliomyelitis
3,A809,"Acute poliomyelitis, unspecified"
3,A810,Creutzfeldt-Jakob disease
3,A811,Subacute sclerosing panencephalitis
3,A812,Progressive  multifocal leukoencephalopathy
3,A818,Other slow virus infections of central nervous system
3,A819,"Slow virus infection of central nervous system, unspecified"
3,A820,Sylvatic rabies
3,A821,Urban rabies
3,A829,"Rabies, unspecified"
3,A830,Japanese encephalitis
3,A831,Western equine encephalitis
3,A832,Eastern equine encephalitis
3,A833,St Louis encephalitis
3,A834,Australian encephalitis
3,A835,California encephalitis
3,A836,Rocio virus disease
3,A838,Other mosquito-borne viral encephalitis
3,A839,"Mosquito-borne viral encephalitis, unspecified"
3,A840,Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis]
3,A841,Central European tick-borne encephalitis
3,A848,Other tick-borne viral encephalitis
3,A849,"Tick-borne viral encephalitis, unspecified"
3,A850,Enteroviral encephalitis (G05.1*)
3,A851,Adenoviral encephalitis  (G05.1*)
3,A852,"Arthropod-borne viral encephalitis, unspecified"
3,A858,Other specified viral encephalitis
3,A86,Unspecified viral encephalitis
3,A870,Enteroviral meningitis (G02.0)
3,A871,Adenoviral meningitis (G02.0)
3,A872,Lymphocytic choriomeningitis
3,A878,Other viral meningitis
3,A879,"Viral meningitis, unspecified"
3,A880,Enteroviral exanthematous fever [Boston exanthem]
3,A881,Epidemic vertigo
3,A888,Other specified viral infections of central nervous system
3,A89,Unspecified viral infection of central nervous system
3,A90,Dengue fever [classical dengue]
3,A920,Chikungunya virus disease
3,A921,O'nyong-nyong fever
3,A922,Venezuelan equine fever
3,A923,West Nile fever
3,A924,Rift Valley fever
3,A928,Other specified mosquito-borne viral fevers
3,A929,"Mosquito-borne viral fever, unspecified"
3,A930,Oropouche virus disease
3,A931,Sandfly fever
3,A932,Colorado tick fever
3,A938,Other specified arthropod-borne viral fevers
3,A94,Unspecified arthropod-borne viral fever
3,A950,Sylvatic yellow fever
3,A951,Urban yellow fever
3,A959,"Yellow fever, unspecified"
3,A960,Junin haemorrhagic fever
3,A961,Machupo haemorrhagic fever
3,A962,Lassa fever
3,A968,Other arenaviral haemorrhagic fevers
3,A969,"Arenaviral haemorrhagic fever, unspecified"
3,A970,Dengue without warning signs
3,A971,Dengue with warning signs
3,A972,Severe dengue
3,A979,"Dengue, unspecified"
3,A980,Crimean-Congo haemorrhagic fever
3,A981,Omsk haemorrhagic fever
3,A982,Kyasanur Forest disease
3,A983,Marburg virus disease
3,A984,Ebola virus disease
3,A985,Haemorrhagic fever with renal syndrome
3,A988,Other specified viral haemorrhagic fevers
3,A99,Unspecified viral haemorrhagic fever
3,B000,Eczema herpeticum
3,B001,Herpesviral vesicular dermatitis
3,B002,Herpesviral gingivostomatitis and pharyngotonsillitis
3,B003,Herpesviral meningitis (G02.0)
3,B004,Herpesviral encephalitis (G05.1)
3,B005,Herpesviral ocular disease
3,B007,Disseminated herpesviral disease
3,B008,Other forms of herpesviral infection
3,B009,"Herpesviral infection, unspecified"
3,B010,Varicella meningitis (G02.0)
3,B011,Varicella encephalitis (G05.1)
3,B012,Varicella  pneumonia (J17.1*)
3,B018,Varicella with other complications
3,B019,Varicella without complication
3,B020,Zoster encephalitis (G05.1*)
3,B021,Zoster meningitis (G02.0*)
3,B022,Zoster with other nervous system involvement
3,B023,Zoster ocular disease
3,B027,Disseminated zoster
3,B028,Zoster with other complications
3,B029,Zoster without complication
3,B03,Smallpox1
3,B04,Monkeypox
3,B050,Measles complicated by  encephalitis (G05.1*)
3,B051,Measles complicated by meningitis (G02.0*)
3,B052,Measles complicated by pneumonia (J17.1*)
3,B053,Measles complicated by otitis media (H67.1*)
3,B054,Measles with intestinal complications
3,B058,Measles with other complications
3,B059,Measles without complication
3,B060,Rubella with neurological complications
3,B068,Rubella with other complications
3,B069,Rubella without complication
3,B07,Viral warts
3,B080,Other orthopoxvirus infections
3,B081,Molluscum contagiosum
3,B082,Exanthema subitum [sixth disease]
3,B083,Erythema infectiosum [fifth disease]
3,B084,Enteroviral vesicular stomatitis with exanthem
3,B085,Enteroviral vesicular pharyngitis
3,B088,Other specified viral infections characterized by skin and mucous membrane lesions
3,B09,Unspecifeid viral infection characterized by skin and mucous  membrane lesions
3,B150,Hepatitis A with hepatic coma
3,B159,Hepatitis A without hepatic coma
3,B160,Acute hepatitis B with delta-agent (coinfection) with hepatic coma
3,B161,Acute hepatitis B with delta-agent (coinfection) without hepatic coma
3,B162,Acute hepatitis B without delta-agent with hepatic coma
3,B169,Acute hepatitis B without delta-agent and without hepatic coma
3,B170,Acute delta-(super) infection of hepatitis B carrier
3,B171,Acute hepatitis C
3,B172,Acute hepatitis E
3,B178,Other specified acute viral hepatitis
3,B179,"Acute viral hepatitis, unspecified"
3,B180,Chronic viral hepatitis B with delta-agent
3,B1810,Chronic viral hepatitis B without delta-agent
3,B1819,Chronic hepatitis B unspecified delta agent status
3,B182,Chronic viral hepatitis C
3,B188,Other chronic viral hepatitis
3,B189,"Chronic viral hepatitis, unspecified"
3,B190,Unspecified viral hepatitis with coma
3,B199,Unspecified viral hepatitis without hepatic coma
3,B200,HIV disease  resulting in mycobacterial infection
3,B201,HIV disease  resulting in other bacterial infections
3,B202,HIV disease  resulting in cytomegaloviral disaese
3,B203,HIV disease  resulting in other viral infections
3,B204,HIV disease  resulting in candidiasis
3,B205,HIV disease  resulting in other mycoses
3,B206,HIV disease  resulting in Pneumocystis carinii pneumonia
3,B207,HIV disease  resulting in multiple infections
3,B208,HIV disease  resulting in other infectious and parasitic diseases
3,B209,HIV disease  resulting in unspecified infectious or parasitic disease
3,B210,HIV disease  resulting in Kaposi's sarcoma
3,B211,HIV disease  resulting in Burkitt's lymphoma
3,B212,HIV disease  resulting in other types of non-Hodgkin's lymphoma
3,B213,"HIV disease  resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue"
3,B217,HIV disease  resulting in multiple malignant neoplasms
3,B218,HIV disease  resulting in other malignant neoplasms
3,B219,HIV disease  resulting in unspecified malignant neoplasm
3,B220,HIV disease  resulting in encephalopathy
3,B221,HIV disease  resulting in lymphoid interstitial pneumonitis
3,B222,HIV disease  resulting in wasting syndrome
3,B227,HIV disease resulting in multiple diseases classified elsewhere
3,B230,Acute HIV infection syndrome
3,B231,HIV disease resulting in (persistent) generalized lymphadenopathy
3,B232,"HIV disease resulting in haematological and immunological abnormalities ,not elsewhere classified"
3,B238,HIV disease resulting in other specified conditions
3,B24,Unspecified human immunodeficie virus (HIV) disease
3,B250,Cytomegaloviral pneumonitis [J17.1*]
3,B251,Cytomegaloviral hepatitis [K77.0*]
3,B252,Cytomegaloviral pancreatitis (K87.1*)
3,B258,Other cytomegalovial diseases
3,B259,"Cytomegaloviral diseases, unspecified"
3,B260,Mumps orchitis (N51.1*)
3,B261,Mumps meningitis (G02.0*)
3,B262,Mumps encephalitis (G05.1*)
3,B263,Mumps pancreatitis (K87.1)
3,B268,Mumps with other complications
3,B269,Mumps without complication
3,B270,Gammaherpesviral mononucleosis
3,B271,Cytomegaloviral mononucleosis
3,B278,Other infectious mononucleosis
3,B279,"Infectious mononucleosis, unspecified"
3,B300,Keratoconjunctivitis due to adenovirus (H19.2)
3,B301,Conjunctivitis due to adenovirus (H13.1)
3,B302,Viral pharyngoconjunctivitis
3,B303,Acute epidemic haemorrhagic conjunctivitis (enteroviral) (H13.1)
3,B308,Other viral conjunctivitis (H13.1)
3,B309,"Viral conjunctivitis, unspecified"
3,B330,Epidemic myalgia
3,B331,Ross River disease
3,B332,Viral carditis
3,B333,"Retrovirus infections, not elsewhere classified"
3,B334,Hantavirus (cardio)-pulmonary syndrome [HPS] [HCPS] (J17.1)
3,B338,Other specified viral diseases
3,B340,"Adenovirus infection, unspecified"
3,B341,"Enterovirus  infection, unspecified"
3,B342,"Coronavirus  infection, unspecified"
3,B343,"Parvovirus  infection, unspecified"
3,B344,"Papovavirus  infection, unspecified"
3,B348,Other viral  infections of unspecified site
3,B349,"Viral infection, unpecified"
3,B350,Tinea barbae and tinea capitis
3,B351,Tinea unguium
3,B352,Tinea manuum
3,B353,Tinea pedis
3,B354,Tinea corporis
3,B355,Tinea imbricata
3,B356,Tinea cruris
3,B357,Tinea faciei
3,B358,Other dermatophytoses
3,B359,"Dermatophytosis, unspecified"
3,B360,Pityriasis versicolor
3,B361,Tinea nigra
3,B362,White piedra
3,B363,Black piedra
3,B368,Other specified superficial mycoses
3,B369,"Superficial mycosis, unspecified"
3,B3700,Acute pseudomembranous candidal stomatitis
3,B3701,Acute  erythematous (atrophic) candidal stomatitis
3,B3702,Chronic hyperplastic candidal stomatitis
3,B3703,Chronic erythematous (atrophic) candidal stomatitis
3,B3704,Mucocutaneous candidiasis
3,B3705,Oral candidal granuloma
3,B3708,"Other specified , candidal stomatitis"
3,B3709,"Candidal stomatitis, unspecified"
3,B371,Pulmonary candidiasis
3,B372,Candidiasis of skin and nail
3,B373,Candidiasis of vulva and vagina (N77.1*)
3,B374,Candidiasis of other urogenital sites
3,B375,Candidal meningitis (G02.1*)
3,B376,Candidal endocarditis (I39.8*)
3,B377,Candidal septicaemia
3,B378,Candidiasis of other sites
3,B379,"Candidiasis, unspecified"
3,B380,Acute pulmonary coccidioidomycosis
3,B381,Chronic  pulmonary coccidioidomycosis
3,B382,"Pulmonary coccidioidomycosis, unspecified"
3,B383,Cutaneous coccidioidomycosis
3,B384,Coccidioidomycosis meningitis (G02.1*)
3,B387,Disseminated coccidioidomycosis
3,B388,Other forms of coccidioidomycosis
3,B389,"Coccidioidomycosis, unspecified"
3,B390,Acute pulmonary histoplasmosis capsulati
3,B391,Chronic  pulmonary histoplasmosis capsulati
3,B392,"Pulmonary histoplasmosis capsulati, unspecified"
3,B393,Disseminated histoplasmosis capsulati
3,B394,"Histoplasmosis capsulati, unspecified"
3,B395,Histoplasmosis duboisii
3,B399,"Histoplasmosis, unspecified"
3,B400,Acute pulmonary blastomycosis
3,B401,Chronic pulmonary blastomycosis
3,B402,"Pulmonary blastomycosis, unspecified"
3,B403,Cutaneous blastomycosis
3,B407,Disseminated blastomycosis
3,B408,Other forms of blastomycosis
3,B409,"Blastomycosis, unspecified"
3,B410,Pulmonary paracoccidioidomycosis
3,B417,Disseminated paracoccidioidomycosis
3,B418,Other forms of paracoccidioidomycosis
3,B419,"Paracoccidioidomycosis, unspecified"
3,B420,Pulmonary sporotrichosis [J99.8*]
3,B421,Lymphocutaneous sporotrichosis
3,B427,Disseminated sporotrichosis
3,B428,Other forms of sporotrichosis
3,B429,"Sporotrichosis, unspecified"
3,B430,Cutaneous chromomycosis
3,B431,Phaeomycotic brain abscess
3,B432,Subcutaneous phaeomycotic abscess and cyst
3,B438,Other forms of chromomycosis
3,B439,"Chromomycosis, unspecified"
3,B440,Invasive pulmonary aspergillosis
3,B441,Other pulmonary aspergillosis
3,B442,Tonsillar aspergillosis
3,B447,Disseminated aspergillosis
3,B448,Other forms of aspergillosis
3,B449,"Aspergillosis, unspecified"
3,B450,Pulmonary cryptococcosis
3,B451,Cerebral cryptococcosis
3,B452,Cutaneous cryptococcosis
3,B453,Osseous cryptococcosis
3,B457,Disseminated cryptococcosis
3,B458,Other forms of cryptococcosis
3,B459,"Cryptococcosis, unspecified"
3,B460,Pulmonary mucormycosis
3,B461,Rhinocerebral mucormycosis
3,B462,Gastrointestinal mucormycosis
3,B463,Cutaneous mucormycosis
3,B464,Disseminated mucormycosis
3,B465,"Mucormycosis, unspecified"
3,B468,Other zygomycoses
3,B469,"Zygomycosis, unspecified"
3,B470,Eumycetoma
3,B471,Actinomycetoma
3,B479,"Mycetoma, unspecified"
3,B480,Lobomycosis
3,B481,Rhinosporidiosis
3,B482,Allescheriasis
3,B483,Geotrichosis
3,B484,Penicillosis
3,B487,Opportunistic mycoses
3,B488,Other specified mycoses
3,B49,Unspecified mycosis
3,B500,Plasmodium falciparum malaria malaria with cerebral complications
3,B508,Other severe and complicated Plasmodium falciparum malaria
3,B509,"Plasmodium falciparum malaria, unspecified"
3,B510,Plasmodium vivax malaria with rupture of spleen
3,B518,Plasmodium vivax malaria with other complications
3,B519,Plasmodium vivax malaria without complication
3,B520,Plasmodium malariae malaria with nephropathy
3,B528,Plasmodium malariae malaria with other complications
3,B529,Plasmodium malariae malaria without complication
3,B530,Plasmodium ovale malaria
3,B531,Malaria due to simian plasmodia
3,B538,"Other parasitologically confirmed malaria, not elsewhere classified"
3,B54,Unspecified malaria
3,B550,Visceral leishmaniasis
3,B551,Cutaneous leishamaniasis
3,B552,Mucocutaneous leishamaniasis
3,B559,"Leishamaniasis, unspecified"
3,B560,Gambiense trypanosomiasis
3,B561,Rhodesiense trypanosomiasis
3,B569,"African trypanosomiasis, unspecified"
3,B570,"Acute Chagas' disease with heart involvement (I41.2*, I98.1*)"
3,B571,Acute Chagas' disease without heart involvement
3,B572,Chagas' disease (chronic) with heart involvement 
3,B573,Chagas' disease (chronic) with digestive system involvement
3,B574,Chagas' disease (chronic) with nervous system involvement
3,B575,Chagas' disease (chronic) with other organ involvement
3,B580,Toxoplasma oculopathy
3,B581,Toxoplasma hepatitis (K77.0*)
3,B582,Toxoplasma meningoencephalitis (G05.2*)
3,B583,Pulmonary toxoplasmosis (J17.3*)
3,B588,Toxoplasmosis with other organ involvement
3,B589,"Toxoplasmosis, unspecified"
3,B59,Pneumocystosis
3,B600,Babesiosis
3,B601,Acanthamoebiasis
3,B602,Naegleriasis
3,B608,Other specified protozoal diseases
3,B64,Unspecified protozoal disease
3,B650,Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis]
3,B651,Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis]
3,B652,Schistosomiasis due to Schistosoma japonicum
3,B653,Cercarial dermatitis
3,B658,Other schistosomiases
3,B659,"Schistosomiasis, unspecified"
3,B660,Opisthorchiasis
3,B661,Clonorchiasis
3,B662,Dicrocoeliasis
3,B663,Fascioliasis
3,B664,Paragonimiasis
3,B665,Fasciolopsiasis
3,B668,Other specified fluke infections
3,B669,"Fluke infection, unspecified"
3,B670,Echinococcus granulosus infection of liver
3,B671,Echinococcus granulosus infection of lung
3,B672,Echinococcus granulosus infection of bone
3,B673,"Echinococcus granulosus infection, other and multiple sites"
3,B674,"Echinococcus granulosus infection, unspecified"
